-280256|EC|1
-1680104|EX|100
-12320248|EX|100
-10759968|KS|1
-10440008|KS|1
-9120036|KS|1
-7680144|KS|1
919772|EX|100
-1560272|SK|3
3039696|KS|1
1519708|EX|200
1959768|AC|1
-120208|KS|1
799776|EX|200
-800192|EX|100
-3160308|MS|1
-2840236|RB|0
-3360288|EX|100
-2400212|KS|1
-1840228|KS|1
1799708|AC|1
2919744|AC|1
-2200148|KS|1
-1840196|EX|200
-2200184|SK|50
-1800156|KS|1
-840248|EX|10
-2480208|SK|8
3919688|EX|100
-2160176|EX|100
-480168|AC|1
2559800|EC|1
-600244|MS|1
3439744|SK|12
-2480280|SK|51
-2080116|EX|200
399844|KS|1
799804|EX|100
919908|EX|100
-560160|AC|1
39804|RB|8
-1800088|KS|1
4159708|AC|1
-1560188|KS|1
-2240084|SK|2
2999808|EC|1
4199828|EX|100
2999904|KS|1
6999916|EX|100
6159900|RB|22
3199820|KS|1
6279880|AC|1
3279920|EX|100
4999892|RB|13
1599920|AC|1
5119584|EX|100
6199596|MS|1
5719620|KS|1
5879616|AC|1
4959628|AC|1
4639628|EV|3
5439640|KS|1
5639752|RB|6
0|EX|100
4039612|MS|1
3919624|SK|4
3279644|RB|20
4239780|EX|100
5119900|AC|1
4759860|KS|1
4319892|HC|1
3639888|MS|1
3319936|AC|1
5799932|HC|1
4479704|RB|22
5399780|KS|1
3399820|MS|1
4439632|EX|100
4359656|MS|1
4919600|HC|1
6639952|EC|1
3119768|KS|1
1479880|EX|200
599844|EX|200
4319676|EX|100
639888|AC|1
2519668|RB|17
5119556|EX|100
5039560|EX|200
2239640|RB|10
7559600|EX|200
9119928|EX|1
6759868|EV|0
719620|KS|1
7839588|HC|1
4759608|EX|200
3359580|RB|10
8839900|RB|1
2759624|AC|1
7679852|AC|1
6399872|AC|1
4319860|EX|100
2079568|RB|0
4479568|KS|1
3639880|HC|1
5200140|EX|200
5280264|EX|15
5080304|EX|100
5280296|EX|100
5320328|EX|200
5400100|EC|1
8599904|RB|18
5160384|SK|5
5280404|EX|200
5360432|RB|1
5160336|RB|1
5320488|KS|1
5280500|AC|1
5080496|EX|100
5400276|EX|10
5359824|EV|1
7199904|EX|200
3879576|EC|1
4479832|EX|15
-160096|EC|1
5399808|EX|100
1719892|RB|8
2599880|EX|100
5519856|SK|14
3479880|RB|10
1240020|AC|1
39756|AC|1
3359784|EX|200
6359836|RB|0
7599824|EX|200
7639816|EC|1
7959788|EX|100
-400240|KS|1
4199724|EX|100
1720000|EV|2
959960|AC|1
1759964|EX|100
5239456|RB|20
3559792|EX|100
-3200164|EC|1
4079964|KS|1
8719856|HC|1
3959588|KS|1
5919864|EX|200
-1680140|KS|1
3519820|RB|16
1839836|KS|1
5040476|SK|0
2719900|HC|1
-4680068|RB|6
-6720040|RB|14
-5719844|EX|100
-7040392|EX|100
-8440352|EX|100
-8600356|HC|1
-8920328|EC|1
-8880252|EX|100
-8720256|EX|100
-11040068|AC|1
-4359680|EX|200
-4879680|RB|22
-5039728|AC|1
-5159700|MS|1
-5959772|KS|1
-8400124|EX|100
-7960144|KS|1
8|RB|19
-8160268|EX|200
-9799980|AC|1
-10760004|KS|1
-10839992|AC|1
-10120036|KS|1
-11880100|EX|100
-2919980|EX|100
-3559936|EX|100
-4199936|EX|100
-4600020|RB|6
-5479948|EX|100
-5640092|EC|1
-5400104|RB|20
-4440152|EX|200
-5400236|HC|1
-4600256|EC|1
-6800032|AC|1
-8240012|KS|1
-6119704|EX|200
4559492|EX|200
4599508|MS|1
3039472|EX|100
-3600088|EX|15
-5160280|KS|1
-4160080|AC|1
-4600188|RB|0
559720|EX|100
6839792|EX|100
-6280316|EX|100
12|KS|1
6080608|HC|1
4560564|AC|1
-6080316|KS|1
-6799732|EX|200
-8440308|KS|1
-6719712|RB|8
-6079672|EX|100
-6119656|EV|5
-6039640|EX|200
-6159632|EX|15
-6279608|RB|1
-4519716|EX|200
-6319752|EX|100
-4080172|RB|12
5320660|HC|1
5360732|KS|1
5320824|EX|100
5160864|RB|0
4|EX|100
-5119796|AC|1
-4559584|EX|200
-4159572|RB|1
-5159576|KS|1
-5919556|KS|1
4680612|EX|15
-6959592|AC|1
-4799416|EV|4
-5479592|EX|15
-3520100|EX|100
2520192|EX|100
1600136|EX|200
-1919808|AC|1
-319852|EX|200
120164|HC|1
1280164|EC|1
960128|AC|1
1040112|AC|1
20|EX|200
3160244|EC|1
1920384|EX|100
2480400|EX|200
-6479528|EX|100
16|EC|1
1480360|AC|1
560340|EX|100
1880164|EX|100
