-280256|EC|1
-1680104|EX|100
-12320248|EX|100
-10759968|KS|1
-10440008|KS|1
-9120036|KS|1
-7680144|KS|1
919772|KS|1
-120208|KS|1
-600244|EX|100
-2840236|EX|100
799776|MS|1
-1560272|EX|100
-840248|HC|1
-3160308|SK|0
-1560188|SK|3
-800192|SK|5
3919688|RB|10
3439744|EC|1
-3360288|AC|1
-2400212|MS|1
-1840228|MS|1
-480168|KS|1
3039696|KS|1
1519708|AC|1
1799708|RB|22
1959768|EX|100
2919744|EC|1
2559800|AC|1
-1840196|SK|50
-2200184|EX|100
-1800156|AC|1
4159708|EV|4
-2160176|EX|100
39756|AC|1
-2200148|EC|1
639888|RB|6
5399780|EX|100
3959588|KS|1
2999808|KS|1
4199828|EX|200
6999916|RB|16
6159900|AC|1
1720000|EX|200
3359784|AC|1
3199820|RB|1
3639880|AC|1
6279880|EX|200
3279920|EX|200
5119556|RB|8
5039560|EX|100
4999892|RB|8
5519856|AC|1
1599920|KS|1
5119584|SK|4
6199596|AC|1
5719620|EX|100
5879616|RB|10
4479832|EX|200
1920384|RB|20
1480360|EX|200
2480400|EX|100
4199724|EX|100
4959628|AC|1
4639628|AC|1
5439640|KS|1
5639752|MS|1
0|EX|100
4039612|AC|1
3919624|EC|1
4479568|RB|0
3279644|EX|200
4239780|KS|1
5119900|EX|200
959960|MS|1
1759964|EC|1
4479704|MS|1
5399808|KS|1
5919864|KS|1
1719892|EX|200
2599880|AC|1
3399820|EX|100
4439632|AC|1
4359656|EX|100
4919600|MS|1
4759860|EX|100
4319892|EX|200
3639888|AC|1
3319936|RB|6
5799932|KS|1
3119768|EX|15
-2480208|KS|1
4319676|EX|200
3559792|RB|20
560340|KS|1
3879576|SK|2
3160244|RB|0
4319860|RB|20
719620|HC|1
7839588|AC|1
1880164|HC|1
2520192|EC|1
1600136|RB|22
-1919808|EV|1
-319852|EX|100
120164|RB|12
1280164|EV|5
960128|RB|19
1040112|EX|200
20|EX|100
2239640|EX|200
4759608|EX|15
3359580|KS|1
5359824|EX|100
3479880|KS|1
2999904|RB|8
1240020|EX|100
-2080116|EX|100
399844|KS|1
3519820|EX|100
-2240084|EX|200
-400240|EX|200
-560160|AC|1
39804|HC|1
-2919980|EX|100
-3559936|EX|100
-4600020|KS|1
-5479948|EX|200
-5640092|AC|1
-5400104|EX|100
-4440152|EX|200
-5400236|AC|1
-4600256|KS|1
-6800032|AC|1
-8240012|EX|15
-11040068|HC|1
-4680068|EX|200
-5719844|AC|1
-160096|EC|1
-5119796|EX|200
-4359680|EC|1
-4879680|EX|100
-5039728|EX|200
-5159700|EC|1
-5959772|RB|1
-3600088|AC|1
-5160280|EX|100
1839836|EX|100
-9799980|EX|200
-10760004|EX|200
-10839992|RB|17
-10120036|AC|1
-11880100|EC|1
1479880|RB|0
599844|EX|100
-1800088|SK|12
7559600|MS|1
6399872|RB|1
-6719712|EX|100
-6119656|AC|1
-6039640|KS|1
-6159632|EX|200
-6279608|EX|100
-7960144|EX|200
8|EX|100
-6319752|KS|1
-4519716|AC|1
-4080172|EX|100
-4199936|KS|1
-3520100|EC|1
-4559584|KS|1
-4159572|HC|1
-5479592|SK|14
-5919556|EX|100
-6079672|AC|1
-6959592|AC|1
-4160080|EV|2
-7040392|KS|1
-8440352|KS|1
-8600356|EX|100
-8880252|EC|1
-8720256|KS|1
-5159576|KS|1
-8400124|EX|100
-6280316|EX|100
-6080316|KS|1
-8440308|EV|0
-8160268|EX|200
5200140|KS|1
5400276|RB|1
5080304|AC|1
5280296|KS|1
5320328|EX|100
-8920328|HC|1
12|KS|1
5160336|MS|1
5040476|KS|1
5280500|EX|200
5080496|KS|1
5160384|KS|1
5280404|AC|1
5360432|KS|1
5400100|EX|200
6080608|EX|200
4560564|SK|51
4680612|AC|1
5320660|EX|10
5360732|EV|3
5160864|EX|100
5320488|RB|18
5280264|RB|22
2079568|RB|13
-6720040|EX|15
-2480280|RB|0
-6799732|RB|14
799804|HC|1
559720|EX|10
6639952|EX|100
-3200164|RB|10
2519668|HC|1
4079964|SK|8
-1680140|AC|1
2759624|EX|100
2719900|EX|100
4559492|EX|100
4599508|RB|0
3039472|EX|15
-4600188|RB|6
5320824|EX|100
4|EX|15
6359836|EX|100
7599824|EC|1
6839792|EX|200
7639816|EX|100
7679852|EX|100
-4799416|EX|100
7199904|EX|100
-6479528|KS|1
16|HC|1
5239456|EX|1
919908|HC|1
8839900|EX|100
9119928|EX|100
8719856|HC|1
-6119704|RB|1
7959788|EX|100
6759868|EC|1
8599904|AC|1
