-280256|EC|1
-1680104|EX|100
-12320248|EX|100
-10759968|KS|1
-10440008|KS|1
-9120036|KS|1
-7680144|KS|1
919772|KS|1
-1560272|KS|1
-800192|MS|1
-3160308|RB|22
-2840236|MS|1
-120208|EX|100
-600244|SK|4
39756|SK|0
-840248|SK|51
399844|KS|1
-560160|EX|100
39804|RB|0
-2480208|KS|1
-2400212|EX|100
2759624|AC|1
4559492|KS|1
4599508|EX|200
3039472|KS|1
3119768|MS|1
799804|EX|200
2079568|KS|1
3039696|EX|15
1519708|EX|200
1799708|KS|1
1959768|EX|100
2919744|EC|1
-2480280|KS|1
2559800|EV|4
799776|RB|22
-2160176|EX|100
-2200148|HC|1
-1840196|EX|100
-2200184|EV|1
-1800156|EX|200
-2080116|KS|1
559720|AC|1
1839836|RB|19
2999808|EX|100
4199828|EX|100
2999904|RB|1
6999916|EX|200
6159900|EX|200
919908|AC|1
-400240|EX|200
3199820|RB|20
5519856|EX|100
1599920|KS|1
5119584|EC|1
6199596|KS|1
5719620|RB|0
5879616|EX|100
4319860|EX|100
4199724|KS|1
5119900|EX|200
6279880|EX|200
3279920|EC|1
4999892|HC|1
5919864|EX|100
3519820|KS|1
3399820|AC|1
5239456|SK|50
5359824|AC|1
6639952|AC|1
6399872|RB|20
-1840228|EX|15
-3360288|KS|1
639888|EX|100
3359784|AC|1
3919688|EX|200
2239640|RB|1
7559600|EX|100
719620|KS|1
7839588|EX|100
3439744|RB|10
4479704|RB|20
4759608|AC|1
-1560188|EC|1
3879576|AC|1
2519668|SK|5
3479880|KS|1
3559792|KS|1
3639880|MS|1
-2240084|RB|0
1720000|KS|1
-1680140|SK|2
-160096|RB|17
4159708|RB|18
959960|SK|12
-1800088|KS|1
-3200164|KS|1
5399808|EX|100
4319676|AC|1
3359580|EX|100
-480168|EX|100
599844|SK|3
1759964|EX|200
-4680068|HC|1
-6720040|EX|100
4239780|EC|1
5399780|KS|1
4759860|EX|100
4319892|RB|0
3639888|EX|100
3319936|HC|1
5799932|MS|1
4479832|EX|100
5119556|EC|1
5039560|RB|14
-8400124|RB|6
-7960144|KS|1
8|EX|200
-4600188|EV|0
-9799980|EX|200
-10760004|EX|200
-10839992|AC|1
-10120036|MS|1
-11880100|EX|100
1719892|RB|13
2599880|EX|200
-2919980|EX|100
-3559936|KS|1
-4199936|MS|1
-4600020|EX|15
-5479948|EX|100
-5640092|EX|200
-5400104|EX|100
-3520100|EX|100
-4440152|EX|100
-5400236|EX|100
-4600256|KS|1
-6800032|AC|1
-8240012|EV|2
4959628|EX|100
4639628|AC|1
5439640|EC|1
5639752|EX|100
0|EX|100
4039612|EX|100
3919624|EX|100
4479568|KS|1
3279644|EX|100
3959588|RB|8
4439632|HC|1
4359656|AC|1
4919600|KS|1
2719900|RB|6
-3600088|RB|12
1240020|HC|1
1479880|SK|14
5200140|EX|100
5280264|RB|16
5400276|EX|15
5080304|EC|1
5280296|AC|1
5320328|AC|1
5400100|EX|100
-7040392|EX|100
-8440352|EX|10
-8600356|EX|200
-8920328|EX|10
-8880252|EX|200
-8720256|EX|100
-5119796|EX|100
-4359680|RB|8
-4879680|AC|1
-5039728|SK|8
-5159700|EX|100
-5959772|RB|0
-8160268|RB|10
1880164|MS|1
2520192|EC|1
1600136|EX|200
-1919808|EX|15
-319852|MS|1
120164|EX|200
960128|AC|1
20|AC|1
-4080172|KS|1
3160244|HC|1
1920384|HC|1
1480360|RB|10
2480400|EX|100
-5160280|AC|1
-11040068|EC|1
-6280316|KS|1
12|EX|200
5160336|AC|1
5040476|RB|1
5320488|AC|1
5280500|RB|22
5080496|AC|1
-6080316|AC|1
560340|EX|100
6359836|KS|1
7599824|AC|1
6839792|HC|1
7639816|AC|1
7959788|EX|100
-5719844|EX|15
7679852|RB|1
-6719712|EC|1
-6079672|RB|1
-6119656|KS|1
-6039640|AC|1
-6159632|EX|100
-6279608|EC|1
-6799732|EX|200
-4519716|EX|1
-6319752|KS|1
4079964|KS|1
5160384|EX|100
5280404|EC|1
5360432|RB|6
-6119704|EX|200
7199904|KS|1
1040112|KS|1
1280164|HC|1
6080608|EX|200
4680612|AC|1
9119928|RB|8
8599904|EX|200
-4559584|EX|100
-4159572|EX|200
-5159576|HC|1
-5479592|HC|1
-5919556|AC|1
5320660|KS|1
5320824|EV|3
5160864|AC|1
4|EX|100
8719856|EX|100
6759868|EC|1
8839900|AC|1
-4160080|EX|100
-8440308|EX|200
-6959592|AC|1
16|EV|5
5360732|AC|1
4560564|EX|200
-6479528|EX|100
-4799416|EX|200
