-280256|EC|1
-1680104|EX|100
-12320248|EX|100
-10759968|KS|1
-10440008|KS|1
-9120036|KS|1
-7680144|KS|1
919772|SK|0
-120208|EX|100
2559800|KS|1
-1560272|KS|1
-600244|MS|1
-3160308|RB|1
-2840236|KS|1
799776|EX|200
-840248|SK|12
-2480208|EX|100
-1840228|RB|1
-480168|AC|1
3039696|KS|1
1519708|EX|100
1799708|AC|1
1959768|EC|1
2919744|KS|1
-800192|AC|1
39756|EX|200
-2200148|SK|2
-1840196|HC|1
-2200184|EC|1
-3360288|AC|1
-2400212|RB|22
399844|KS|1
-560160|KS|1
-1800156|KS|1
-1800088|AC|1
-2240084|KS|1
39804|EC|1
639888|SK|3
2999808|AC|1
4199828|KS|1
6999916|EX|200
6159900|EX|1
3359784|EX|100
3199820|EX|100
3639880|EX|100
6279880|KS|1
3279920|HC|1
4999892|RB|10
5519856|EX|200
1599920|EX|100
5119584|EC|1
6199596|KS|1
5719620|EV|1
5879616|AC|1
4199724|MS|1
5119900|EX|100
-1560188|EX|100
5919864|RB|0
3399820|MS|1
1479880|AC|1
599844|RB|19
-2080116|MS|1
1839836|RB|20
-400240|EX|100
4239780|MS|1
7839588|EX|100
3479880|RB|1
4759608|SK|50
2599880|AC|1
2999904|RB|18
-2160176|RB|14
3439744|SK|5
3959588|HC|1
5119556|RB|6
5039560|EV|3
1720000|EX|15
3919688|RB|6
1240020|EX|15
-160096|EX|200
4959628|AC|1
4639628|KS|1
5439640|EC|1
5639752|KS|1
0|AC|1
4039612|KS|1
3919624|EX|100
4479568|AC|1
3279644|EX|200
5399780|EX|100
4479704|EX|200
5399808|EX|100
4359656|EX|200
4919600|RB|0
4759860|SK|8
4319892|KS|1
3639888|EX|100
3319936|EX|100
5799932|EC|1
4479832|RB|22
959960|RB|22
1759964|EC|1
1719892|AC|1
7199904|RB|8
6359836|AC|1
6839792|EX|200
7639816|EX|200
7959788|AC|1
4159708|EX|100
-2480280|MS|1
7559600|EX|100
4439632|EC|1
9119928|EV|2
8599904|EV|0
3119768|EX|100
7599824|HC|1
5200140|EX|100
5400276|AC|1
5080304|EX|100
5280296|EX|100
5320328|KS|1
5400100|EX|100
8839900|AC|1
5160384|EX|100
5360432|KS|1
5160336|KS|1
5320488|EX|200
5280500|KS|1
5080496|EX|200
6759868|KS|1
5280264|EX|200
5320660|EV|4
5360732|EX|100
5160864|SK|14
4|AC|1
4560564|EX|15
4680612|HC|1
6080608|RB|13
5280404|EX|100
4079964|EX|100
1920384|EX|200
2480400|RB|8
5040476|EX|200
1480360|SK|4
4319676|AC|1
-4680068|EX|200
2079568|RB|0
719620|EC|1
-5719844|RB|1
6399872|HC|1
-7040392|KS|1
-8440352|HC|1
-8600356|EX|100
-8920328|EX|200
-8880252|HC|1
-8720256|EX|200
4319860|KS|1
-11040068|EX|200
-5119796|RB|8
-4359680|EX|200
-4879680|KS|1
-5039728|EX|200
-5159700|EX|100
-5959772|EC|1
2239640|RB|0
5359824|EX|100
7679852|KS|1
-8400124|KS|1
-7960144|AC|1
8|AC|1
-8160268|HC|1
2520192|EC|1
1600136|EX|200
-1919808|RB|12
-319852|AC|1
120164|AC|1
1280164|EX|100
960128|MS|1
1040112|KS|1
20|KS|1
-9799980|RB|10
-10760004|SK|51
-10839992|EX|100
-10120036|EX|15
-11880100|EX|10
3559792|EX|100
-2919980|RB|20
-3559936|EX|100
-4199936|KS|1
-4600020|RB|0
-5479948|EX|100
-5640092|RB|10
-5400104|AC|1
-3520100|EX|100
-4440152|EC|1
-5400236|EX|200
-4600256|RB|16
-6800032|HC|1
-8240012|EX|15
3160244|EX|100
-6119704|EX|100
3879576|MS|1
3519820|EX|100
2759624|MS|1
-3600088|KS|1
-5160280|EC|1
-4160080|HC|1
5320824|EX|100
560340|RB|17
-6280316|KS|1
12|AC|1
-6720040|EX|100
-6080316|EX|100
-6799732|EX|100
-8440308|RB|1
799804|EX|100
559720|EX|200
919908|EX|200
-6719712|EX|200
-6079672|EX|100
-6119656|EV|5
-6039640|KS|1
-6159632|AC|1
-6279608|KS|1
6639952|EX|100
-4519716|EC|1
5239456|AC|1
-6319752|EX|100
-3200164|EX|200
2519668|KS|1
8719856|EX|200
2719900|RB|6
4559492|EX|200
4599508|KS|1
3039472|AC|1
-4600188|AC|1
3359580|EX|100
1880164|HC|1
-4559584|RB|20
-5479592|EX|15
-5919556|KS|1
-1680140|EX|10
-4080172|EX|100
-6479528|AC|1
16|AC|1
-5159576|EX|100
-4159572|EX|100
-4799416|AC|1
-6959592|AC|1
