
-280256|EC|1
-1680104|EX|100
-12320248|EX|100
-10759968|KS|1
-10440008|KS|1
-9120036|KS|1
-7680144|KS|1
919772|KS|1
-1560272|KS|1
-800192|RB|10
-3160308|RB|6
-2840236|MS|1
-120208|KS|1
-600244|SK|8
-3360288|KS|1
-2480208|RB|8
-2400212|EX|100
-1840228|SK|50
2559800|KS|1
1519708|EX|100
1799708|KS|1
1959768|EC|1
2919744|AC|1
-480168|EX|100
799776|RB|10
3439744|EX|100
-2200148|KS|1
-1840196|EX|200
-2200184|MS|1
-1800156|EX|100
3039696|EC|1
-840248|EX|200
-2480280|RB|6
-2160176|EC|1
-1560188|SK|51
-2080116|EV|4
399844|KS|1
639888|HC|1
799804|KS|1
-560160|KS|1
39804|KS|1
4159708|KS|1
919908|SK|0
3919688|EX|100
2999808|RB|20
4199828|KS|1
2999904|HC|1
6999916|MS|1
6159900|EX|100
3199820|KS|1
3639880|EX|100
6279880|EX|100
3279920|EX|200
4999892|KS|1
5119584|EX|100
6199596|RB|16
5719620|KS|1
4239780|RB|0
5119900|EX|100
4759860|MS|1
4319892|RB|1
3639888|EX|100
3319936|MS|1
5799932|EX|100
5399780|EX|100
3399820|AC|1
5519856|EX|200
3119768|MS|1
4759608|EX|100
6639952|RB|17
5879616|SK|3
2719900|EX|200
-2240084|EX|100
5039560|AC|1
4959628|KS|1
4639628|KS|1
5639752|KS|1
0|EX|100
4039612|EX|1
3919624|EX|200
4479568|AC|1
3279644|EC|1
4479704|EX|100
-1680140|AC|1
1719892|RB|8
2599880|RB|22
4439632|EC|1
4359656|AC|1
4919600|EC|1
-1800088|SK|14
6759868|EX|200
3479880|EX|100
1720000|EX|200
7559600|SK|5
9119928|HC|1
7839588|KS|1
5399808|EC|1
8839900|AC|1
959960|KS|1
1759964|KS|1
5119556|HC|1
5439640|KS|1
4479832|SK|4
1920384|AC|1
1480360|RB|0
2480400|EX|200
8599904|EX|15
1240020|RB|20
4319676|KS|1
-4680068|EX|100
-6720040|EC|1
719620|KS|1
4559492|AC|1
4599508|EX|100
3039472|RB|1
6399872|KS|1
4319860|AC|1
-11040068|KS|1
560340|EX|100
2239640|AC|1
3359580|AC|1
5359824|EX|15
7679852|AC|1
2079568|EX|200
-8400124|MS|1
-7960144|HC|1
8|EX|15
-4600188|RB|20
1880164|EX|10
2520192|AC|1
1600136|KS|1
-1919808|EX|100
-319852|EX|200
120164|EX|200
1280164|EX|200
960128|EX|100
1040112|EX|10
20|RB|0
-9799980|RB|22
-10760004|EC|1
-10839992|EX|200
-10120036|AC|1
-11880100|EV|2
-5719844|KS|1
2519668|EX|100
-2919980|KS|1
-3559936|KS|1
-4199936|EX|100
-4600020|AC|1
-5479948|EX|100
-5640092|EX|100
-5400104|EX|100
-3520100|EX|100
-5400236|RB|14
-4600256|EX|100
-6800032|EX|100
1599920|AC|1
3160244|EX|200
3879576|RB|13
2759624|AC|1
-160096|HC|1
4079964|MS|1
-7040392|EX|100
-8440352|AC|1
-8920328|HC|1
-8880252|EX|100
-8720256|HC|1
-8160268|EC|1
-4080172|EX|100
-4440152|KS|1
-6080316|SK|2
-8440308|AC|1
-8240012|EV|0
-8600356|RB|22
5200140|EX|200
5280264|EX|100
5400276|EX|200
5080304|KS|1
5280296|RB|0
5320328|SK|12
5400100|EX|200
599844|EX|15
12|RB|0
5160336|EX|100
5040476|EX|200
5320488|AC|1
5280500|EX|100
5080496|AC|1
5160384|AC|1
5360432|EX|100
7199904|AC|1
-4160080|EX|100
-6280316|AC|1
6080608|EV|3
4560564|RB|19
4680612|EX|200
5320660|EX|100
5360732|EX|15
5320824|EX|100
4|RB|18
5280404|EX|100
-4359680|HC|1
-5039728|AC|1
-5159700|EX|100
-5959772|EX|200
-6119704|MS|1
5160864|EX|100
1479880|EX|200
-6719712|RB|10
-6079672|EC|1
-6119656|EC|1
-6039640|EV|5
-6159632|AC|1
-6279608|HC|1
-4519716|AC|1
-6319752|EX|100
-4879680|RB|1
-4159572|KS|1
-5159576|EV|1
-5479592|KS|1
-5119796|KS|1
-6799732|EX|200
3359784|RB|12
6359836|AC|1
7599824|EX|200
6839792|HC|1
7639816|EX|100
7959788|EX|200
1839836|EX|100
-400240|AC|1
-6959592|EX|15
4199724|EX|200
3519820|EC|1
559720|RB|8
5239456|AC|1
3559792|EC|1
-3200164|RB|1
3959588|RB|6
5919864|EX|100
-6479528|EX|200
16|AC|1
39756|HC|1
-3600088|EX|200
-5160280|EX|100
-4559584|EX|100
-5919556|AC|1
-4799416|EX|100
8719856|RB|1
